statement,predicted_label_id,predicted_status,confidence,
"Xin chào , tôi hy vọng hôm nay bạn làm tốt. Tôi chỉ muốn nói về điều gì đó trong tâm trí tôi gần đây. Tôi đang cảm thấy thực sự mất tập trung và tôi đặt những kỳ vọng cao cho bản thân mà dường như tôi không thể đáp ứng được. Nó đang đè nặng tôi và tôi nghĩ sẽ hữu ích nếu tôi thảo luận vấn đề này với bạn.",6,Suicidal,0.48440164,
"Tôi vốn thích vẽ tranh nhưng đã nhiều tháng rồi tôi không động đến cọ vẽ. Tôi đoán tôi có thể thử, mặc dù hiện tại tôi không cảm thấy chút cảm hứng nào.",1,Bipolar,0.9452498,
"Vâng, tôi nghĩ nó có thể là sự kết hợp của nhiều yếu tố. Một khả năng là tôi khá hướng nội và cảm thấy khó khăn khi bắt đầu cuộc trò chuyện hoặc hòa nhập trong các nhóm lớn. Ngoài ra, có thể có một số xung đột hoặc hiểu lầm chưa được giải quyết đang ảnh hưởng đến động lực chung trong nhóm.",4,Personality disorder,0.4009286,
"Thành thật mà nói, tôi cảm thấy lạc lõng và bối rối. Tôi chưa bao giờ mong đợi điều này xảy ra và nó đã làm tan vỡ cảm giác an toàn và giá trị bản thân của tôi. Nhưng trong sâu thẳm, tôi hy vọng rằng mình có thể chữa lành nỗi đau này và tìm ra cách tiến về phía trước.",2,Depression,0.45599788,
"Vâng, cảm giác như thế giới của tôi đã bị đảo lộn. Tôi liên tục nhớ về cô ấy và những kỷ niệm chúng tôi đã chia sẻ cùng nhau. Thật khó để tưởng tượng cuộc sống của tôi mà không có cô ấy bên cạnh.",5,Stress,0.99693334,
Tôi cho rằng giao tiếp là một yếu tố quan trọng. Chúng tôi không còn nghe thấy nhau nữa và bắt đầu vướng vào những vòng đổ lỗi vô tận. Mọi chuyện trở nên căng thẳng và các cuộc trò chuyện của chúng tôi dường như không bao giờ đi đến đâu hiệu quả.,4,Personality disorder,0.9950388,
", tôi nghĩ mọi chuyện bắt đầu khi tôi mất việc. Tôi yêu những gì tôi đã làm và nó mang lại cho tôi cảm giác có mục đích. Nhưng bây giờ, tôi thấy mình nghi ngờ khả năng của mình và tự hỏi liệu mình có tìm được điều gì đó có ý nghĩa nữa không.",1,Bipolar,0.999331,
"Tôi tin việc thiết lập ranh giới là quan trọng. Trao đổi cởi mở với đối tác về nhu cầu của tôi và tìm ra điểm trung gian để cả hai chúng tôi có thể phát triển. Tôi cũng muốn đảm bảo rằng tôi dành thời gian cho bản thân, làm những việc mang lại niềm vui cho tôi và giúp tôi cảm thấy gắn kết hơn với con người thật của mình.",5,Stress,0.9990212,
"
Cho một danh sách các từ và mô tả, hãy phân loại các từ thành hai nhóm riêng biệt.: 

Sao Diêm Vương — hành tinh lùn Helium — nguyên tố hóa học Sao Thiên Vương — hành tinh Titan — nguyên tố hóa học
",5,Stress,0.92931974,
"Tôi cảm thấy có lỗi. Tôi không biết tại sao, nhưng tôi không thể thoát khỏi cảm giác tội lỗi này. Gần đây nó đè nặng lên tôi và tôi không biết phải giải quyết thế nào.",6,Suicidal,0.8766221,
"Tôi vẫn chưa thực sự mở lòng với bất kỳ ai. Tôi đã cố gắng tự mình giải quyết nó, hy vọng thời gian sẽ chữa lành vết thương. Nhưng tôi bắt đầu nhận ra rằng có lẽ tôi cần sự hỗ trợ từ bên ngoài. Thật khó để liên lạc khi tôi cảm thấy lo lắng như thế này.",5,Stress,0.8435143,
"Chứng nghiện của tôi đã cô lập tôi. Tôi từng có mối quan hệ sâu sắc với bạn bè và gia đình, nhưng bây giờ tôi cảm thấy như mình đang ở bên ngoài nhìn vào. Tôi đã mất liên lạc hoàn toàn với một số người và điều đó vô cùng đau đớn. Tôi nhớ sự ấm áp của sự hiện diện của họ và tình yêu chúng tôi từng chia sẻ.",2,Depression,0.9863107,
"Thật khó để diễn tả cảm giác của tôi. Cuộc sống của tôi bây giờ cảm thấy thật hỗn loạn. Tôi khao khát hòa bình, nhưng bất cứ nơi nào tôi quay lại, dường như anh ta chẳng mang lại điều gì ngoài sự hỗn loạn.",5,Stress,0.5787105,
"Vâng, tôi đang dự định thảo luận mối quan ngại của mình với người giám sát. Tôi nghĩ giao tiếp cởi mở và trung thực có thể giúp tạo ra một môi trường làm việc hỗ trợ. Bằng cách bày tỏ những thách thức của mình và tìm kiếm sự hướng dẫn, tôi có thể nhận được sự hỗ trợ và nguồn lực cần thiết để giảm bớt một số phiền nhiễu và căng thẳng.",5,Stress,0.8626604,
"Thực ra, có điều gì đó khác đang ở trong tâm trí tôi. Đôi khi tôi phải vật lộn với cảm giác tội lỗi, cảm giác như mình nên tiến xa hơn trong hành trình chữa bệnh của mình. Thật khó để không so sánh sự tiến bộ của tôi với người khác hoặc với kỳ vọng của xã hội.",1,Bipolar,0.98749083,
"Thank you. My dream is to become a famous writer. I've always loved writing, but lately, it feels like I'm stuck in a never-ending cycle of rejection and disappointment. It's hard not to feel hopeless.",3,Normal,0.9541695,
"Tôi chỉ muốn tôn vinh ký ức của bạn tôi, bạn biết không? Tôi muốn giữ tinh thần của họ sống động trong tôi. Điều quan trọng đối với tôi là mang tình yêu và tình bạn của họ trong trái tim mình. Dù đau đớn nhưng tôi vẫn biết ơn khoảng thời gian chúng ta đã ở bên nhau.",4,Personality disorder,0.553709,
  I'm having trouble letting go of a past relationship. ,3,Normal,0.9576944,
"Yes. I have been experiencing frequent headaches, difficulty sleeping, and a constant feeling of exhaustion. Emotionally, I've been feeling down and unmotivated. It's as if the joy has been zapped out of my life.",6,Suicidal,0.7769676,
"Sự bình yên và việc nuôi dạy con cái... hai thứ đó bây giờ dường như rất xa nhau. Tôi từng tìm thấy sự bình yên trong sự bình dị của cuộc sống, trong tiếng cười của các con. Nhưng bây giờ mọi thứ đều hỗn loạn và choáng ngợp.",5,Stress,0.99985075,
"Vâng. Một suy nghĩ thường xuyên ám ảnh tôi là nỗi sợ thất bại. Tôi sợ rằng nếu tôi mắc bất kỳ sai sót nào hoặc nếu hiệu suất của tôi không đạt yêu cầu, tôi sẽ mất việc và làm đồng nghiệp thất vọng. Tôi cũng thường đặt câu hỏi về khả năng của mình và cảm thấy mình không đủ năng lực để đáp ứng những yêu cầu đặt ra cho mình. Những suy nghĩ này tiêu tốn tâm trí tôi và góp phần khiến tôi cảm thấy chán nản.",4,Personality disorder,0.7948305,
"Vâng, đó có vẻ là một ý tưởng tuyệt vời. Tôi nghĩ sẽ rất hữu ích nếu tạo ra một không gian an toàn nơi mọi người có thể bày tỏ quan điểm của mình mà không sợ bị phán xét. Bằng cách này, chúng ta có thể thực sự hiểu nhau và hướng tới giải quyết mọi xung đột tiềm ẩn.",4,Personality disorder,0.96210504,
"Tôi đã thử các bài tập thở sâu, thiền chánh niệm và thậm chí ghi lại những suy nghĩ của mình. Chúng mang lại sự xoa dịu tạm thời, nhưng nỗi lo lắng luôn tìm đường quay trở lại. Tôi sợ đây là điều tôi sẽ không bao giờ vượt qua được.",5,Stress,0.9032397,
Chỉ là... anh ấy đã nói những điều khiến tôi nghi ngờ giá trị của mình. Anh ấy khiến tôi nghi ngờ chính mình. Tôi cảm thấy lạc lõng quá.,2,Depression,0.6754677,
Bạn nói đúng. Tôi không nên đánh giá thấp sức mạnh của sự giao tiếp đơn giản và chân thành. Tôi đảm bảo sẽ tiếp cận cuộc trò chuyện với sự đồng cảm và cởi mở. Hy vọng rằng chúng ta có thể tìm ra cách giải quyết xung đột này và củng cố mối quan hệ của chúng ta.,4,Personality disorder,0.99929726,
Tôi cảm thấy rất chán nản và choáng ngợp với mối quan hệ hiện tại của mình. Tôi như đang chìm đắm trong biển buồn này và không biết làm cách nào để thoát ra.,2,Depression,0.9100523,
"Tôi đánh giá cao niềm tin của bạn dành cho tôi. Nó có ý nghĩa nhiều hơn bạn biết. Tôi sẽ lấy niềm hy vọng mới tìm thấy này và hướng nó vào việc khám phá niềm đam mê của mình. Theo thời gian, tôi hy vọng sẽ tìm thấy ý thức thực sự về mục đích và bỏ lại phía sau cảm giác lạc lõng.",5,Stress,0.9342202,
"Tôi cảm thấy ngần ngại khi tìm kiếm sự giúp đỡ. Tôi không muốn tạo gánh nặng cho bất kỳ ai về vấn đề của mình, đặc biệt là khi họ đang giải quyết vấn đề của chính họ. Nhưng trong thâm tâm tôi biết rằng tôi cần được hỗ trợ.",5,Stress,0.9836405,
"Tôi không chắc lắm. Nó giống như một trận chiến khó khăn. Nhưng có lẽ bằng cách khám phá những nguyên nhân sâu xa gây ra vấn đề về lòng tự trọng của mình và thách thức những niềm tin tiêu cực đó, tôi có thể bắt đầu tháo bỏ lớp áo giáp này. Tôi cần học cách tử tế hơn với bản thân và chấp nhận những điểm không hoàn hảo của mình.",5,Stress,0.4331675,
Not right now. Thank you for listening and for your gentle guidance. It means a lot to me.,6,Suicidal,0.97111195,
"Absolutely! Amidst all the chaos and heartache, I've discovered my resilience, the power of self-love, and the importance of setting healthy boundaries in relationships. I've realized that heartbreak, though painful, can be a catalyst for personal growth. I'm excited about the journey ahead and the person I'm becoming through this process.",0,Anxiety,0.51777804,
"Well, it all started when my parents made a decision without considering my feelings or opinions. It felt like my thoughts and emotions didn't matter to them anymore.",6,Suicidal,0.71705645,
"Tôi đã cố gắng nêu ra những lo lắng của mình, nhưng có vẻ như bất cứ khi nào tôi cố gắng, mọi chuyện lại càng leo thang. Các cuộc thảo luận trở thành những cuộc cãi vã và không có gì được giải quyết. Tôi sợ rằng nếu cứ tiếp tục cố gắng, tôi có thể sẽ đánh mất hoàn toàn những tình bạn này.",5,Stress,0.53871006,
"Vâng, đó là quyết định bán ngôi nhà thời thơ ấu của tôi. Đó là nơi tràn ngập những kỷ niệm về cha tôi, và giờ đây tôi chỉ cảm thấy trống rỗng. Nhưng đồng thời, nó trở thành lời nhắc nhở thường xuyên về sự vắng mặt của anh ấy. Tôi bị giằng xé giữa việc giữ lại những ký ức đó và tiến về phía trước bằng cách buông bỏ. Nó cảm thấy như một quyết định không thể.",1,Bipolar,0.97628194,
Cảm ơn  vì sự hướng dẫn và đồng cảm của bạn. Tôi có một mục tiêu trong đầu - tiếp tục quá trình chữa lành và lấy lại lòng tự trọng của mình. Tôi muốn phát triển ý thức mạnh mẽ về giá trị bản thân mà không phụ thuộc vào sự xác nhận từ bên ngoài. Đây sẽ là một cuộc hành trình nhưng tôi đã sẵn sàng bắt tay vào công việc.,4,Personality disorder,0.99954957,
Đó là một điểm công bằng. Tôi cho rằng tôi nợ chính mình việc thử mọi cách có thể để chữa lành. Cảm ơn  vì đã ở đó và giúp tôi suy ngẫm về những gì tôi đang trải qua. Việc có một người biết lắng nghe và thấu hiểu có ý nghĩa rất lớn.,4,Personality disorder,0.9986243,
"Tôi sẵn sàng thử bất cứ điều gì có thể giúp được. Tôi hiểu rằng suy nghĩ của chúng ta ảnh hưởng rất lớn đến cảm xúc của chúng ta và nếu tôi có thể học cách điều chỉnh chúng theo hướng tích cực và thực tế hơn, điều đó chắc chắn sẽ tạo ra sự khác biệt. Bạn có thể cho tôi một ví dụ về sự bóp méo nhận thức và cách điều chỉnh lại nó không?",5,Stress,0.49447095,
"Cảm ơn sự thông cảm của bạn. Sự phụ thuộc vào công việc này khiến tôi thường xuyên lo lắng, sợ rằng bất kỳ sai lầm hoặc thất bại nào cũng sẽ hủy hoại ý thức về giá trị bản thân của tôi. Tôi cảm thấy như có một gánh nặng đè lên vai và tôi thấy khó có thể thư giãn, cả trong giờ làm việc lẫn trong cuộc sống cá nhân.",5,Stress,0.99774987,
Tôi đoán là tôi sợ đến quá gần một ai đó rồi lại đánh mất họ. Cảm giác giống như một chu kỳ đau đớn và tôi không chắc mình có thể chịu đựng được nó lần nữa hay không. Có chuyện gì xảy ra với tôi vậy?,2,Depression,0.67466027,
Cảm ơn. Tôi đánh giá cao sự hỗ trợ và hướng dẫn của bạn. Tôi nghĩ cuộc trò chuyện này đã cho tôi động lực để thực hiện bước đầu tiên hướng tới hành trình sức khỏe tốt hơn. Tôi cảm thấy nhẹ nhõm hơn một chút khi biết mình không phải đối mặt với chuyện này một mình.,0,Anxiety,0.4984086,
"Thành thật mà nói, chúng tôi đang gặp khó khăn trong việc giao tiếp hiệu quả trong lĩnh vực này. Đôi khi, tôi cố tỏ ra ghen tuông nhưng cuối cùng lại cảm thấy tội lỗi, như thể mình đang tạo gánh nặng cho cô ấy. Những lần khác, tôi giữ điều đó cho riêng mình và những cảm xúc này lại tích tụ. Cô ấy cố gắng hết sức để trấn an tôi, nhưng tôi không thể không nghi ngờ lời nói của cô ấy.",4,Personality disorder,0.94631946,
"Chà, hồi đó, xung đột chỉ là tạm thời. Chúng tôi sẽ có những bất đồng, có thể sẽ tranh cãi một chút, nhưng rồi chúng tôi sẽ nhanh chóng tìm cách làm lành và bước tiếp. Có vẻ như những xung đột không có nhiều ảnh hưởng đối với họ, bạn biết không? Chúng chỉ là những va chạm nhỏ trên đường.",3,Normal,0.9999511,
"Tôi nhận thấy rằng xung đột, ngay cả những bất đồng nhỏ, cũng có thể thực sự khiến tôi lo lắng. Giống như tôi luôn cảnh giác, cố gắng ngăn chặn mọi bất đồng hoặc đối đầu xảy ra. Tôi trở nên siêu nhận thức về bất kỳ dấu hiệu căng thẳng tiềm ẩn nào.",5,Stress,0.9994837,
"Tôi đã thử một vài bài tập thở, nhưng dường như không có gì có thể làm dịu hoàn toàn những suy nghĩ đang đua tranh của tôi. Thật là bực bội vì tôi biết giấc ngủ quan trọng như thế nào đối với sức khỏe tổng thể của tôi.",5,Stress,0.8176353,
"Thật mệt mỏi. Tôi cảm thấy như mình đang liên tục đi trên dây, cố gắng duy trì sự cân bằng tinh tế giữa nhu cầu của bản thân và mong đợi của người khác. Nó làm tôi cạn kiệt cảm xúc và thường khiến tôi cảm thấy trống rỗng.",4,Personality disorder,0.8924069,
"Nói chuyện với những người bạn đã trải qua những trải nghiệm tương tự sẽ mang lại sự thoải mái nhất định. Sự hiểu biết và đồng cảm của họ nhắc nhở tôi rằng tôi không đơn độc trong cuộc đấu tranh này. Có lẽ việc tìm kiếm hướng dẫn chuyên môn, như liệu pháp, có thể mang lại thêm hướng dẫn và sự rõ ràng.",4,Personality disorder,0.9944523,
Gần đây tôi cảm thấy rất tức giận và thất vọng. Sếp của tôi ngày càng chồng chất thêm nhiều công việc và dường như bà không bao giờ đánh giá cao mọi nỗ lực mà tôi đã bỏ ra. Điều đó thực sự ảnh hưởng đến hạnh phúc và sức khỏe của tôi.,5,Stress,0.9997844,
"Chà, giờ nghĩ lại, tôi nhớ mình đã bị trêu chọc rất nhiều ở trường vì không hòa nhập được. Điều đó khiến tôi đặt câu hỏi về giá trị và giá trị của mình. Dù chuyện đó đã xảy ra đã lâu nhưng tôi nhận ra hôm nay tôi vẫn mang theo những nỗi bất an đó.",4,Personality disorder,0.9920964,
"
Hãy kết hợp hai câu lại với nhau một cách mạch lạc. Xuất ra một câu hoàn chỉnh.: 

Kem thực sự rất kem. Nó có vị rất ngon.
",3,Normal,0.9999473,
"Tôi đã nghĩ về điều đó, nhưng một phần trong tôi sợ phải mở lòng với một người mới. Tuy nhiên, tôi nhận thấy sự cần thiết phải có thêm sự hỗ trợ. Thật khó để thực hiện bước đầu tiên đó, để người khác bước vào thế giới dễ bị tổn thương của tôi.",4,Personality disorder,0.81819403,
"Tôi muốn truyền đạt tình yêu và sự ủng hộ vững chắc của mình. Bằng cách nhấn mạnh những khía cạnh tích cực trong mối quan hệ và cuộc sống của chúng tôi, tôi hy vọng khơi dậy niềm đam mê của anh ấy vì một tương lai tốt đẹp hơn—một tương lai không còn nghiện ngập.",5,Stress,0.86332226,
Được bao quanh bởi những người hiểu những gì tôi đang trải qua thật an ủi. Tôi không còn cảm thấy cô đơn nữa. Thật yên tâm khi biết rằng những người khác cũng đã phải đối mặt với những thử thách tương tự và đã vượt qua được chúng. Nó mang lại cho tôi niềm hy vọng cho hành trình của chính mình.,0,Anxiety,0.76755524,
"Chà, điều đó khiến tôi nhận ra rằng bố mẹ tôi cũng là con người, và họ cũng có những khó khăn riêng. Nó cho tôi thấy rằng gia đình chúng tôi không tránh khỏi xung đột, nhưng điều đó không có nghĩa là chúng tôi không thể vượt qua nó. Nó thôi thúc tôi suy ngẫm về phong cách giao tiếp của chúng ta và nhu cầu đối thoại cởi mở và trung thực.",4,Personality disorder,0.9827827,
Cảm ơn. Bây giờ tôi cảm thấy hy vọng hơn vì biết rằng có những bước thực tế mà tôi có thể thực hiện để hướng tới sự nghiệp mơ ước của mình. Hướng dẫn của bạn là vô giá trong việc thay đổi quan điểm của tôi.,4,Personality disorder,0.85089225,
"We had so many beautiful moments together. Our trips to the beach, long conversations in the middle of the night, and the way she would surprise me with breakfast in bed. Those memories make me smile, but they also make me miss her even more.",6,Suicidal,0.99653023,
"Một trong những nguồn gây căng thẳng chính là áp lực phải đáp ứng thời hạn và đạt được kết quả. Cuộc khủng hoảng thời gian liên tục quá sức chịu đựng và tôi cảm thấy như mình không bao giờ có thể bắt kịp. Ngoài ra, những kỳ vọng từ cấp trên và nhu cầu cân bằng nhiều dự án cùng lúc càng làm tăng thêm khối lượng công việc của tôi, khiến tôi cảm thấy kiệt quệ về tinh thần và cảm xúc.",5,Stress,0.9999454,
"Usually, I try to avoid them altogether, hoping that they will resolve themselves. But I've come to realize that this approach only prolongs the underlying issues and intensifies my unhappiness. I know I need to communicate openly, but I fear that it will lead to even more conflict and potentially losing the friendship altogether.",6,Suicidal,0.5589099,
"I haven't thought about it, but maybe it's worth a try. I just want to feel better and move on from this heartbreak.",3,Normal,0.72743577,
"Tôi thấy xung quanh mình có một mạng lưới hỗ trợ. Những người tin tưởng vào tôi và có thể đưa ra hướng dẫn cũng như động viên trong suốt chặng đường. Tôi cũng cảm thấy rằng việc tự suy ngẫm sâu sắc và xem xét nội tâm sẽ rất quan trọng trong việc xác định và thách thức những niềm tin hạn chế này. Thông qua nỗ lực nhất quán và sự sẵn sàng học hỏi và phát triển, tôi có thể vượt qua những rào cản này và thể hiện ước mơ của mình.",5,Stress,0.80675256,
"Vâng, nó đã diễn ra được vài tháng rồi. Tôi dường như không thể tìm ra cách cân bằng khối lượng công việc và chăm sóc bản thân. Nó ảnh hưởng đến giấc ngủ và sức khỏe tổng thể của tôi.",1,Bipolar,0.5657338,
Produce a chart of the top 4 search engine market share?,3,Normal,0.99951303,
I want to learn from this. I want to figure out what triggered me to veer off course and find ways to prevent it from happening again.,0,Anxiety,0.49923775,
Trái ngược với 'tuyệt vọng' là gì?,5,Stress,0.4947974,
I think incorporating self-care practices into my routine would be beneficial. Taking the time to nurture my mental and emotional well-being will provide the foundation for me to face the responsibilities and challenges that come with my dreams.,0,Anxiety,0.88371664,
"Chà, một ví dụ hiện lên trong đầu tôi là khi tôi bị mất việc. Tôi cảm thấy vô cùng sợ hãi và không chắc chắn về tương lai của mình. Thay vì đối mặt trực tiếp với những cảm xúc đó, tôi tìm đến rượu để làm tê liệt bản thân. Nó mang lại một lối thoát tạm thời, nhưng về lâu dài, nó khiến tôi phải trả giá bằng những mối quan hệ và ý thức về giá trị bản thân.",5,Stress,0.56087494,
I'm  very depressed. How do I find someone to talk to?,5,Stress,0.99863404,
"Đúng, tôi đã nói chuyện với họ về các trung tâm cai nghiện và tư vấn, nhưng họ có vẻ phản đối ý tưởng này. Họ thường hạ thấp mức độ nghiêm trọng của chứng nghiện và rất khó để thuyết phục họ bằng cách khác. Thật chán nản khi thấy bạn mình phủ nhận và điều đó khiến tôi đặt câu hỏi về cách tiếp cận của mình. Tôi chỉ muốn tìm cách vượt qua họ, để cho họ thấy tầm quan trọng của việc tìm kiếm sự giúp đỡ. Bất kỳ đề xuất?",2,Depression,0.98483825,
  I'm having trouble with my anger and I often lash out at others. ,3,Normal,0.99994624,
"Chà, tôi đã từng rất năng động và tham gia vào các hoạt động của gia đình mình. Nhưng bây giờ, ngay cả những nhiệm vụ đơn giản nhất cũng cảm thấy như một nhiệm vụ khó khăn. Tôi phải dựa dẫm vào người khác hơn bao giờ hết và thật khó để chấp nhận rằng tôi không thể làm được mọi việc như trước đây. Như thể một phần danh tính của tôi đã bị lấy đi.",5,Stress,0.6536538,
"Tôi chỉ không còn cảm thấy là chính mình nữa. Tôi đã từng rất tập trung và có động lực, nhưng gần đây, tôi không còn sức để làm bất cứ điều gì. Giống như tôi đang phản bội chính mình khi không đáp ứng được kỳ vọng của chính mình. Tôi cảm thấy tội lỗi và lạc lối.",1,Bipolar,0.8854074,
Tôi nghĩ nó bắt đầu từ việc thiếu giao tiếp. Chúng tôi đã không còn thực sự nghe thấy nhau nữa và mối liên hệ của chúng tôi trở nên hời hợt.,4,Personality disorder,0.99963415,
"Tôi cố gắng thư giãn bằng cách nghỉ ngơi ngắn trong ngày và tham gia vào các hoạt động tôi thích, như đọc sách hoặc nghe nhạc. Nhưng nó dường như không giúp ích nhiều như trước nữa.",5,Stress,0.9998889,
"Chắc chắn. Căng thẳng từ công việc và các mối quan hệ cá nhân có xu hướng đẩy tôi đến với rượu như một cách giải thoát. Ngoài ra, cảm giác cô đơn và buồn chán là những nguyên nhân rất lớn đối với tôi. Đó là một chu kỳ không bao giờ kết thúc.",5,Stress,0.7334679,
Bạn nói đúng. Tôi cần nhắc nhở bản thân rằng việc thực hiện những bước nhỏ để chữa lành là được. Tôi nghĩ tôi sẽ thử cầm lại những cây cọ vẽ của mình và đi dạo một đoạn ngắn trong công viên. Có lẽ những giây phút bình yên đó sẽ giúp tôi vượt qua nỗi đau này và trở thành một người cha mẹ tốt hơn.,1,Bipolar,0.9702684,
Nó cảm thấy được trao quyền. Giống như tôi có cách để lấy lại quyền kiểm soát cảm xúc của mình.,1,Bipolar,0.98291034,
"Bạn nói đúng. Điều quan trọng là phải nhắc nhở bản thân về những giá trị mà tôi yêu quý trong tình bạn của mình. Tôi đánh giá cao sự trung thực, tôn trọng và giao tiếp cởi mở. Tôi đã cố gắng tiếp cận tình huống từ góc độ đó, nhưng thật khó để khiến bạn bè tôi có cái nhìn trực tiếp. Gần như có cảm giác như tôi đang đánh một trận thua vậy.",4,Personality disorder,0.9713249,
Tôi thấy tương lai của mình tràn ngập hạnh phúc và những kết nối đích thực. Trải nghiệm này đã dạy tôi biết trân trọng những người thực sự quan tâm đến tôi. Tôi rất hào hứng khi xây dựng các mối quan hệ bền chặt hơn và tạo ra một mạng lưới hỗ trợ mang lại cho tôi niềm vui và sự bình yên trong mọi khía cạnh của cuộc sống.,4,Personality disorder,0.95984626,
That's an interesting perspective. I've never considered that before. But how can I find inner peace when the world around me is so competitive?,6,Suicidal,0.4956371,
"Điều đó có ý nghĩa. Tôi chưa bao giờ đến nhóm hỗ trợ hoặc nói chuyện với nhà trị liệu trước đây. Tôi hơi lo lắng về điều đó, nhưng tôi không muốn để sự lo lắng của mình cản trở việc tìm kiếm sự giúp đỡ.",4,Personality disorder,0.99937373,
"Well, it all stems from my lack of self-esteem. I constantly doubt myself and worry about what others think of me. It's a heavy burden to carry, and it affects every aspect of my life.",6,Suicidal,0.5376656,
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy hơi tức giận và tôi nghĩ nó liên quan đến cuộc hôn nhân của tôi.",1,Bipolar,0.977363,
