statement,predicted_label_id,predicted_status,confidence
Tôi đã bắt đầu tham gia những buổi trị liệu như thế này. Có thể nói lên những suy nghĩ và cảm xúc của mình trong một môi trường bình tĩnh và không phán xét là điều vô cùng hữu ích. Tôi cũng đang khám phá các phương pháp thực hành chánh niệm và thiền định để nuôi dưỡng sự bình an nội tâm và lòng từ bi với bản thân.,3,Normal,0.19415568
"Đúng vậy, tôi đã cởi mở với một vài người bạn thân về những lo lắng của mình và sự trấn an của họ giúp tôi tạm thời giải tỏa. Tuy nhiên, nó giống như một vòng luẩn quẩn - khoảnh khắc tiếp theo, tôi quay lại đặt câu hỏi về mọi thứ. Tôi biết thật không công bằng khi tạo gánh nặng cho những người thân yêu của mình bằng những bất an của mình, nhưng tôi không chắc làm cách nào để thoát khỏi khuôn mẫu này.",3,Normal,0.21360767
"Well, I've always found photography fascinating. Capturing the beauty around me through a lens might be an enjoyable way to express myself and explore my creativity.",4,Personality disorder,0.24355039
Tôi đánh giá cao sự hỗ trợ của bạn. Thật có ý nghĩa khi biết có một người thực sự quan tâm. Tôi muốn tin rằng tôi có thể tìm ra cách để kiểm soát căng thẳng và tìm lại sự cân bằng trong cuộc sống. Tôi chỉ hy vọng là chưa quá muộn.,3,Normal,0.18759765
Chào . Tôi hy vọng bạn đang làm tốt. Gần đây tôi thấy hơi buồn và cô đơn. Giống như có một khoảng trống trong cuộc sống của tôi và tôi gặp khó khăn trong việc tìm kiếm những mối quan hệ cá nhân trọn vẹn. Nó làm tôi khó chịu và tôi không biết phải làm gì.,0,Anxiety,0.21044347
"Well, lately I've been questioning if I'm doing enough for my kids. Am I providing them with everything they need to thrive? Am I being present enough? These thoughts keep racing through my mind, and it's exhausting.",6,Suicidal,0.17325906
"Tôi mệt quá. Mệt mỏi với mọi thứ, mệt mỏi với cuộc sống, mệt mỏi với sự nghiệp. Tôi không biết phải làm gì nữa.",5,Stress,0.18340844
"Cảm ơn. Chà, cách đây vài tháng, tôi đã trải qua một cuộc chia tay khiến trái tim tôi tan nát hoàn toàn. Thật bất ngờ, và nỗi đau đã tràn ngập kể từ đó. Tôi cảm thấy lạc lõng và không biết phải tiến về phía trước như thế nào.",0,Anxiety,0.2031703
"Này , tôi hy vọng bạn vẫn ổn. Tôi thực sự cần nói chuyện với ai đó về tâm trạng hiện tại của mình. Bạn thấy đấy, gần đây tôi cảm thấy rất lo lắng, đặc biệt là những vấn đề liên quan đến trái tim. Gần đây tôi đã trải qua một cuộc chia tay khó khăn và dường như tôi không thể thoát khỏi cảm giác đau lòng nặng nề đang đè nặng lên tôi. Tôi đoán điều tôi thực sự đang tìm kiếm là một số hướng dẫn để vượt qua thời điểm khó khăn này và tìm kiếm thành công trong việc chữa lành trái tim bị tổn thương của mình.",0,Anxiety,0.21763077
Cảm ơn bạn đã hướng dẫn. Tôi thích ý tưởng sáng tạo nghệ thuật như một cách để giải tỏa căng thẳng và tìm thấy sự bình yên nội tâm. Bạn có lời khuyên nào về cách tôi có thể tích hợp sở thích mới này vào thói quen hàng ngày của mình không?,3,Normal,0.18270142
Nghe hay đấy. Tôi thực sự đánh giá cao sự hỗ trợ và hướng dẫn của bạn. Việc có ai đó để tâm sự về vấn đề này vô cùng hữu ích và tôi cảm thấy hy vọng hơn về việc vượt qua sự phân tâm này và củng cố mối quan hệ của mình.,6,Suicidal,0.19534369
Thank you. I appreciate your support and guidance. I'm hopeful that this therapy can make a positive difference for both of us.,3,Normal,0.17387749
"Thank you for reminding me of the importance of patience. Sometimes, when conflicts arise, we want quick solutions, but it's crucial to allow time for genuine healing. I'm grateful for your guidance and support, and I genuinely believe that with open conversations and a willingness to grow, we can overcome this conflict and rebuild our friendships stronger than ever before.",4,Personality disorder,0.2183013
"Xin chào , gần đây tôi cảm thấy thực sự suy sụp. Tôi dường như không thể rũ bỏ được cảm giác đau lòng tột độ này. Tôi như bị mắc kẹt trong một vòng luẩn quẩn của nỗi buồn và sự cô đơn không bao giờ kết thúc. Tưởng chừng như đã tìm được tri kỷ của mình nhưng giờ đây tôi cảm thấy lạc lõng hoàn toàn. Tôi chưa bao giờ cảm thấy bị cô lập như thế này trước đây.",4,Personality disorder,0.20417306
"Well, it all started when we planned a trip together. We agreed to split the expenses equally, but when it came to booking accommodations, some of my friends backed out, leaving me with a larger share of the costs. It threw off the balance and caused tension among us.",4,Personality disorder,0.22698788
"Cảm ơn. Tôi đánh giá cao lời nói của bạn. Thật an ủi khi biết rằng tôi sẽ không đơn độc trong việc này. Tôi chỉ hy vọng mình có thể tìm ra cách chữa lành và lấy lại cảm giác bình yên, hạnh phúc.",3,Normal,0.19638397
Nghe có vẻ hợp lý. Tôi sẽ thử điều đó và xem nó có giúp ích gì không. Nhưng nếu anh ấy vẫn không hiểu hoặc không thay đổi thì sao?,6,Suicidal,0.16303767
"Tôi đã nghĩ về điều đó, nhưng vẫn có một phần trong tôi cảm thấy do dự. Tôi đoán là tôi sợ phải mở lòng với ai đó trong môi trường trị liệu và dễ bị tổn thương. Tuy nhiên, đó là điều tôi cần phải giải quyết vì tôi biết nó có thể có lợi cho tôi.",2,Depression,0.17678264
"
Mô tả mối quan hệ giữa giáo viên và học sinh trong các môi trường giáo dục khác nhau.: 

Môi trường giáo dục: một lớp học tiểu học và một buổi hội thảo ở trường đại học.
",5,Stress,0.19541644
"Which city is known as the ""City of Lakes"" in India?",4,Personality disorder,0.19517247
"Xin chào , gần đây tôi thực sự cảm thấy bất an, đặc biệt là khi nói đến tình bạn.",0,Anxiety,0.20810117
"Tôi mong họ sẽ hiểu và ủng hộ tôi. Chúng tôi luôn có thể nói về bất cứ điều gì, nhưng cảm giác tội lỗi đặc biệt này lại khác. Tôi lo lắng điều đó có thể gieo mầm mống nghi ngờ vào tâm trí họ về tương lai của chúng tôi.",2,Depression,0.19661196
"Tôi đã thử một số cách, như tập thở sâu và đi dạo trong thời gian nghỉ ngơi, nhưng chúng chỉ giúp giảm đau tạm thời. Tôi cảm thấy mình cần một điều gì đó quan trọng hơn để giúp tôi vượt qua điều này.",3,Normal,0.2075338
"Tôi thực sự đang dự tính tìm kiếm ý kiến ​​​​thứ hai, nhưng một phần trong tôi lại do dự. Tôi lo lắng rằng mình sẽ gặp phải những câu trả lời mơ hồ tương tự hoặc bị coi là người phản ứng thái quá. Tuy nhiên, tôi nhận ra rằng tôi có trách nhiệm bảo vệ sức khỏe và hạnh phúc của chính mình.",3,Normal,0.23044497
"Cảm ơn. Tôi thực sự đánh giá cao sự hướng dẫn và hỗ trợ của bạn. Trọng tâm chính của tôi lúc này là duy trì tư duy tích cực và tiếp tục củng cố mạng lưới hỗ trợ của mình. Tuy nhiên, tôi nghĩ sẽ rất hữu ích nếu thảo luận về các chiến lược xử lý những khoảnh khắc hoảng loạn khi chúng xuất hiện. Điều quan trọng đối với tôi là tìm ra những cách lành mạnh để vượt qua chúng thay vì bị choáng ngợp.",3,Normal,0.22808427
"Chắc chắn rồi. Đã có những lúc tôi phải đối mặt với những quyết định quan trọng, chẳng hạn như lựa chọn con đường sự nghiệp hay đối mặt với những thử thách cá nhân, những lúc tôi phải dựa rất nhiều vào gia đình để được xác nhận và trấn an. Nó khiến tôi đặt câu hỏi về tính độc lập và khả năng tự mình giải quyết mọi việc.",4,Personality disorder,0.18267165
"Tôi cảm thấy hoàn toàn bị sốc bởi sở thích mới của mình. Nó bắt đầu khá ngây thơ như một cách để đánh lạc hướng bản thân khỏi chứng trầm cảm, nhưng giờ nó đã trở thành một cơn nghiện.",4,Personality disorder,0.16969106
"Cảm ơn bạn! Trong tương lai, tôi muốn tiếp tục mở rộng vùng an toàn của mình. Tôi muốn bước vào những trải nghiệm mới cho phép tôi khám phá những tài năng và sức mạnh tiềm ẩn. Ngoài ra, tôi đặt mục tiêu trở nên quyết đoán hơn trong việc bày tỏ nhu cầu và ranh giới của mình, điều này sẽ củng cố thêm lòng tự trọng của tôi. Cuối cùng, tôi muốn tiếp tục quỹ đạo phát triển và khám phá bản thân đi lên này, đón nhận tất cả những bài học và cơ hội đến với mình.",2,Depression,0.1975313
"Tôi đang cố gắng tập trung vào việc tự chăm sóc bản thân. Đi dạo dài trong thiên nhiên, nghe những bản nhạc nâng cao tinh thần và ghi lại những suy nghĩ và cảm xúc của tôi đều rất hữu ích. Tuy nhiên, một số ngày, việc thúc đẩy bản thân tham gia vào các hoạt động này lại khó hơn.",3,Normal,0.21191849
Tôi luôn bị mê hoặc bởi màu sắc và kết cấu. Tôi thích ý tưởng thể hiện bản thân thông qua nghệ thuật và hội họa dường như là cách hoàn hảo để làm điều đó. Tôi muốn tạo ra thứ gì đó đẹp đẽ và ý nghĩa.,2,Depression,0.22454722
"Thực ra, tôi từng thích đi bộ đường dài trước khi bị cuốn vào vòng xoáy của các mối quan hệ. Tôi luôn tìm thấy niềm an ủi và bình yên trong thiên nhiên. Có lẽ việc kết nối lại với sở thích đó có thể giúp tôi tìm thấy cảm giác thỏa mãn bên ngoài một mối quan hệ lãng mạn.",2,Depression,0.16844238
"Cảm ơn. Nó cảm thấy vừa phấn khởi vừa choáng ngợp cùng một lúc. Một phần trong tôi phấn khích không nói nên lời, nhưng cũng có cảm giác sợ hãi và nghi ngờ bản thân kéo dài. Có rất nhiều thứ để xử lý.",1,Bipolar,0.18280494
Tôi có một người bạn thân luôn ở bên tôi. Tôi đoán tôi có thể tâm sự với họ.,0,Anxiety,0.18721695
"Thật đáng sợ khi phải đặt mình vào đó, nhưng tôi biết điều đó là cần thiết cho sự phát triển. Tôi muốn thoát khỏi nỗi sợ hãi đã kìm hãm tôi.",6,Suicidal,0.19499813
"Tôi cho rằng đó có thể là một khả năng. Tôi đã học được rất nhiều điều về chứng trầm cảm của mình và nó ảnh hưởng đến tôi như thế nào, nhưng thật khó để truyền đạt điều đó cho anh ấy mà không có vẻ như tôi đang đổ lỗi cho anh ấy.",0,Anxiety,0.21640924
"Tôi đã nghĩ về điều đó, nhưng thật khó để tập trung sức lực để cân nhắc việc tiếp cận. Sự mệt mỏi khiến tôi cảm thấy kiệt sức cả về thể xác lẫn tinh thần. Ý tưởng kết nối với những người hiểu biết thật hấp dẫn, nhưng thật khó để thực hiện bước đầu tiên đó.",2,Depression,0.17805442
Cảm ơn bạn! Tôi thực sự đánh giá cao sự hỗ trợ và hướng dẫn của bạn. Bây giờ tôi cảm thấy tự tin hơn khi trò chuyện với bạn bè. Tôi sẽ cập nhật cho bạn về diễn biến của nó.,2,Depression,0.19479863
"Cảm ơn. Tôi dự định vây quanh mình là những cá nhân hỗ trợ, những người nâng đỡ và truyền cảm hứng cho tôi. Ngoài ra, tôi mong muốn tham gia vào các hoạt động chăm sóc bản thân để bổ sung năng lượng và nhắc nhở tôi về những điểm mạnh của mình. Tập trung vào sự tiến bộ của tôi, ngay cả những chiến thắng nhỏ, sẽ giúp duy trì ngọn lửa tự tin.",3,Normal,0.19451368
I think setting boundaries and expressing my needs more assertively could be a good starting point. Perhaps it's time for me to have an open and honest conversation with them about how this conflict is affecting me.,4,Personality disorder,0.22886984
"Vâng, điều đó sẽ rất tuyệt! Tôi sẵn sàng thử nó. Tôi chỉ muốn làm mọi thứ có thể để cứu vãn mối quan hệ của chúng tôi và biến nó thành giấc mơ mà tôi luôn hình dung.",2,Depression,0.20818
"Xin chào , tôi hy vọng bạn có một ngày tuyệt vời! Gần đây tôi đang suy ngẫm về một số điều và tôi cảm thấy hơi hối hận về cách tiếp cận giao tiếp trong cuộc sống của mình. Đó là điều mà tôi đã phải vật lộn và tôi nghĩ nó ảnh hưởng đến lòng tự trọng của tôi.",5,Stress,0.19167529
"Tất cả là do sự đột ngột thôi. Chúng tôi đã ở bên nhau nhiều năm và tôi thực sự tin rằng tương lai của chúng tôi sẽ tươi sáng. Nhưng đột nhiên, cô ấy nói với tôi rằng cô ấy không thể nhìn thấy tương lai với tôi nữa. Cảm giác như thế giới của tôi sụp đổ ngay lập tức.",6,Suicidal,0.21909805
"Chắc chắn rồi! Vì vậy, tôi nhận thấy rằng gần đây có rất nhiều căng thẳng và bất đồng mỗi khi chúng tôi đi chơi. Có cảm giác như chúng tôi luôn phải tranh luận trên một chuyến tàu lượn siêu tốc và điều đó đang đè nặng lên tôi.",3,Normal,0.19926535
"Vâng, tôi luôn quan tâm đến nhiếp ảnh. Tôi thích ghi lại những khoảnh khắc đặc biệt và chia sẻ chúng với người khác. Có lẽ tôi có thể bắt đầu bằng cách tìm hiểu những điều cơ bản và thử nghiệm với các loại máy ảnh khác nhau. Bạn nghĩ sao?",3,Normal,0.17198993
"Yes, I did try to bring it up and express my feelings, but it didn't go well. They seemed dismissive and didn't take my concerns seriously. It left me feeling even more lost and hurt.",4,Personality disorder,0.21266344
"Tôi cho rằng mình nên bắt đầu bằng việc tự hỏi liệu mình có thực sự muốn hàn gắn tình bạn hay tốt hơn là nên buông tay. Một câu hỏi khác liên tục xuất hiện là liệu tôi có sẵn sàng tha thứ và tiến về phía trước hay không, ngay cả khi mọi thứ có thể không bao giờ như cũ. Tất cả thật khó hiểu.",5,Stress,0.17609996
"Tôi chưa thực sự cởi mở về những cảm xúc này trước đây. Tôi đoán là tôi sợ làm họ thất vọng nếu họ phát hiện ra sức nặng thực sự mà tôi mang theo. Nhưng bạn nói đúng, sẽ rất hữu ích nếu trò chuyện thành thật với họ và tìm hiểu xem họ có thực sự mong đợi nhiều ở tôi hay không.",2,Depression,0.18680699
"Tôi có. Một điều tôi đang cố gắng thách thức những suy nghĩ tiêu cực của mình bằng cách đặt câu hỏi về tính đúng đắn của chúng và thay thế chúng bằng những suy nghĩ tích cực và thực tế hơn. Tôi cũng nhắc nhở bản thân rằng không ai là hoàn hảo và tất cả chúng ta đều có những nỗi sợ hãi và bất an. Nó giúp tôi tiếp cận các tương tác xã hội với lòng trắc ẩn và sự đồng cảm hơn đối với cả bản thân và người khác. Ngoài ra, tôi đang tìm kiếm sự hỗ trợ từ một số người bạn đáng tin cậy, những người khiến tôi cảm thấy an toàn và được chấp nhận.",5,Stress,0.20471999
"Cảm ơn. Niềm tin của bạn vào tôi có nghĩa là cả thế giới. Tôi xin cảm ơn sự hướng dẫn và hỗ trợ của bạn trong suốt quá trình này. Cùng nhau, chúng ta sẽ tiếp tục vượt qua những thăng trầm, và tôi sẽ tiếp tục tiến về phía trước, biết rằng mình xứng đáng với tình yêu và hạnh phúc.",4,Personality disorder,0.16563211
"Tôi chưa liên hệ với bất kỳ ai, nhưng trong thâm tâm tôi biết rằng mình cần phải làm vậy. Thật khó để cởi mở về điều này, đặc biệt khi tôi luôn được coi là người luôn vui vẻ và may mắn. Tôi không muốn làm người khác thất vọng hay tạo gánh nặng cho cuộc đấu tranh của mình.",4,Personality disorder,0.19972876
"I think one of the first steps for me is to reach out for help, which is what I'm doing right now. I want to surround myself with a support system that understands addiction and can guide me towards recovery. Additionally, I need to prioritize my physical and mental well-being, finding healthier outlets for my emotions.",4,Personality disorder,0.20991905
Tôi nghĩ tôi giỏi lắng nghe con mình và hiểu được cảm xúc của chúng. Tôi cũng cố gắng tạo ra một môi trường an toàn và yêu thương cho chúng.,3,Normal,0.16525568
"Tôi cảm thấy đầy hy vọng. Tôi tin rằng việc thực hiện những chiến lược này sẽ không chỉ làm giảm căng thẳng của tôi mà còn tạo ra cảm giác được trao quyền. Bằng cách kiểm soát khối lượng công việc và ranh giới cá nhân của mình, tôi sẽ có thể tập trung vào những gì thực sự quan trọng, cả trong sự nghiệp lẫn cuộc sống cá nhân. Tôi rất vui khi thấy những thay đổi này sẽ tác động tích cực đến sức khỏe tổng thể của tôi như thế nào.",3,Normal,0.18963538
"Cảm ơn. Cuộc trò chuyện này đã được khai sáng. Trước khi kết thúc, tôi chỉ muốn đề cập rằng đôi khi tôi gặp khó khăn trong việc duy trì sự cân bằng giữa công việc và cuộc sống cá nhân. Bạn có gợi ý nào để tìm ra sự cân bằng đó không?",3,Normal,0.18356296
Mô tả một nhà bếp trong một nhà hàng.,6,Suicidal,0.18662159
"Thú thật, tôi cảm thấy vừa phấn khích vừa hồi hộp. Sự phấn khích vì trong thâm tâm tôi biết rằng đây sẽ là một trải nghiệm mang tính thay đổi đối với tôi. Và lo lắng vì tôi đang bước ra khỏi vùng an toàn của mình và đón nhận sự thay đổi. Nhưng với sự hướng dẫn và hỗ trợ của bạn, tôi tin rằng mình có thể tìm thấy sức mạnh để theo đuổi ước mơ và chữa lành trái tim tổn thương của mình.",6,Suicidal,0.18869446
"Tôi sẽ cố gắng hết sức để truyền đạt rõ ràng cảm xúc và ý định của mình cho họ. Tôi không muốn mất đi những người tôi quan tâm vì công việc của mình, nhưng tôi cũng muốn thăng tiến trong sự nghiệp và cảm thấy mãn nguyện.",4,Personality disorder,0.18750693
Should genetically modified organisms (GMOs) be used in food production?,4,Personality disorder,0.17799835
"Này , tôi đang cảm thấy thực sự căng thẳng và tôi cứ cảm thấy mình như một kẻ thất bại. Tôi dường như không thể kiểm soát được cơn nghiện của mình.",0,Anxiety,0.16147201
Tôi cho rằng tôi có thể thử. Nhưng tôi chỉ không chắc liệu nó có tạo ra sự khác biệt nào không. Điều gì sẽ xảy ra nếu tôi phát hiện ra điều gì đó khó chịu hoặc nhận ra tuổi thơ của mình tồi tệ hơn tôi tưởng?,6,Suicidal,0.18225046
Có lẽ tôi có thể bắt đầu bằng việc ghi lại những suy nghĩ và cảm xúc của mình. Nó có thể giúp tôi hiểu được mọi thứ.,5,Stress,0.19619873
Tôi đã nghĩ về điều đó nhưng tôi gặp khó khăn trong việc nhờ giúp đỡ. Tôi không muốn tạo gánh nặng cho người khác bằng trách nhiệm của mình.,2,Depression,0.19711038
Tôi đoán nó đáng để thử. Tôi đang cảm thấy rất cô đơn và có lẽ việc chia sẻ cảm xúc của mình sẽ giúp tôi bớt bị cô lập hơn.,5,Stress,0.17178105
Not at the moment. I appreciate your time and guidance. Talking to you has made me feel lighter already. I'm excited to work on improving my family situation and finding my happiness again.,4,Personality disorder,0.19858673
Tôi đoán là tôi chưa bao giờ thực sự dành thời gian để nghĩ về những phẩm chất tích cực của mình. Tâm trí tôi tràn ngập sự nghi ngờ bản thân đến mức khó có thể nhìn thấy bất kỳ điểm mạnh nào bên trong bản thân.,3,Normal,0.19597866
Cảm ơn bạn đã tin tưởng vào tôi. Tôi nghĩ bước đầu tiên đối với tôi là tìm kiếm sự trợ giúp từ chuyên gia. Tôi biết chứng nghiện là một vấn đề phức tạp và tôi không thể giải quyết một mình. Có thể việc gặp bác sĩ trị liệu hoặc tham gia nhóm hỗ trợ có thể giúp tôi hiểu rõ hơn và học được các cơ chế đối phó lành mạnh.,2,Depression,0.18823954
"Đó là một câu hỏi hay. Tôi có thể bắt đầu bằng cách tử tế hơn với bản thân và lắng nghe nhu cầu cũng như mong muốn của bản thân. Thay vì liên tục so sánh bản thân, tôi có thể thúc đẩy bản thân bằng cách đặt ra những mục tiêu thực tế và ăn mừng ngay cả những thành tựu nhỏ nhất.",6,Suicidal,0.1755751
"Có, tôi nhận ra rằng một số tình huống hoặc cảm xúc nhất định sẽ thúc đẩy cảm giác thèm ăn của tôi. Căng thẳng, cô đơn và thậm chí cả lễ kỷ niệm có thể là tác nhân gây ra cho tôi. Tôi đang học các cơ chế đối phó lành mạnh để thay thế sự phụ thuộc vào chất gây nghiện.",3,Normal,0.19432372
"I was texting a guy who wasn't my boyfriend, and my boyfriend found out. We work together, so he went to work and told everyone I was cheating on him. I moved out of the house. There have been previous problems, and I feel like I'm usually the issue here. In order for us to move on, he wants me to sign this contract that he wrote out listing things he doesn't want me to do anymore. I'm wondering if this a healthy relationship to save or if I should walk away.",4,Personality disorder,0.22532614
Tôi đã cố gắng nhưng tôi thường thấy mình khép kín. Tôi khó có thể bày tỏ đầy đủ cảm xúc của mình mà không sợ bị phán xét hay tạo gánh nặng cho người khác bằng nỗi đau của mình.,2,Depression,0.17121047
"Tôi nghĩ việc thiết lập các ranh giới và thiết lập một hệ thống hỗ trợ sẽ hữu ích. Với những ranh giới rõ ràng, tôi có thể bảo vệ bản thân đồng thời cho phép có không gian để phát triển cá nhân. Về sự hỗ trợ, tôi có một vài người bạn thân đã rất tuyệt vời trong thời gian khó khăn này. Họ lắng nghe mà không phán xét, và sự hiện diện của họ giúp tôi cảm thấy bớt cô đơn hơn.",2,Depression,0.19346784
