statement,predicted_label_id,predicted_status,confidence
"Tôi tin rằng bằng cách tìm kiếm lời khuyên của chuyên gia và khám phá các liệu pháp thay thế, tôi sẽ hiểu rõ hơn về các vấn đề sức khỏe của mình và các chiến lược phù hợp nhất với mình. Kiến thức này sẽ giúp tôi đưa ra những quyết định sáng suốt và lấy lại cảm giác kiểm soát được sức khỏe của mình.",5,Stress,0.22453398
"
Tạo mã Python để làm phẳng danh sách hai chiều: 

list1 = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
",6,Suicidal,0.21257015
"Cảm ơn. Tôi thực sự đánh giá cao sự khuyến khích và hỗ trợ của bạn. Sự hướng dẫn của bạn đã khơi dậy trong tôi một cảm giác hy vọng mới. Mỗi bước tiến về phía trước, dù nhỏ đến đâu, đều đưa tôi đến gần hơn với một tương lai khỏe mạnh và hạnh phúc hơn. Tôi biết vẫn sẽ có những khoảnh khắc thử thách nhưng tôi tin vào khả năng của mình để vượt qua chúng.",5,Stress,0.16990437
"Tôi nghĩ hiện tại, việc tìm kiếm sự hỗ trợ và nắm bắt quá trình học tập sẽ là trọng tâm chính của tôi. Cảm ơn sự hướng dẫn của bạn.",3,Normal,0.1785396
Tôi đoán điều đó có thể làm giảm bớt áp lực. Có lẽ tôi có thể thử. Nhưng điều gì sẽ xảy ra nếu tôi vẫn thấy mình nghiện ngập?,2,Depression,0.20503655
"Mới hôm qua, tôi nhận được cuộc gọi từ một vũ đoàn uy tín. Họ đề nghị cho tôi một suất trong tác phẩm sắp tới của họ. Nó giống như một giấc mơ trở thành sự thật, nhưng bây giờ tôi cảm thấy hoảng sợ vì cảm thấy sức nặng của cơ hội và áp lực phải thành công.",0,Anxiety,0.20457287
"Vâng, tôi có. Tôi đã đến gặp bác sĩ và được kiểm tra kỹ lưỡng. Tất cả các kết quả đều bình thường và có vẻ như sự căng thẳng và cường độ tập luyện của tôi có thể góp phần gây ra những triệu chứng này.",5,Stress,0.16074295
Tôi chưa thực sự bộc lộ cảm xúc của mình với họ. Tôi sợ rằng điều đó có thể khiến mọi việc trở nên tồi tệ hơn hoặc họ sẽ không hiểu tôi đến từ đâu.,1,Bipolar,0.23946258
"Đối với tôi, một mối quan hệ lành mạnh là mối quan hệ có sự tin tưởng, giao tiếp cởi mở và kết nối cảm xúc chân thành. Điều quan trọng với tôi là tôi cảm thấy an toàn và được hỗ trợ bởi đối tác của mình.",3,Normal,0.17765926
"Này , gần đây tôi cảm thấy thực sự suy sụp và tôi không thể không nghĩ về cuộc xung đột gia đình đang diễn ra và gây ra rất nhiều căng thẳng này. Nó chủ yếu tập trung vào sự ghen tị trong tình bạn. Tôi không biết phải xử lý thế nào nữa.",1,Bipolar,0.1727656
Tôi nghĩ cuộc trò chuyện này đã mang lại cho tôi một tia hy vọng. Thật yên tâm khi biết rằng vẫn còn những lựa chọn để tôi theo đuổi ước mơ của mình. Tôi cảm thấy có động lực để bắt đầu khám phá thiên nhiên trong nghệ thuật của mình và tìm ra con đường tìm lại hạnh phúc cho riêng mình.,1,Bipolar,0.22722621
Chúng tôi đã có một vài cuộc trò chuyện nhưng thường kết thúc bằng tranh cãi. Thật khó để cả hai chúng tôi có thể buông bỏ căng thẳng và tiếp cận tình huống một cách bình tĩnh. Chúng tôi dường như chỉ kích hoạt lẫn nhau.,1,Bipolar,0.17064285
Lập luận để thuyết phục tôi mua ô tô,2,Depression,0.21113178
"Vâng, tôi đã cởi mở với cô ấy về sự lo lắng của mình và nó ảnh hưởng đến tôi như thế nào khi chúng tôi lập kế hoạch. Cô ấy vô cùng thấu hiểu, trấn an tôi rằng cô ấy coi trọng tình bạn của chúng tôi và hiểu rằng đôi khi sự lo lắng có thể cản trở tôi. Sự kiên nhẫn và chấp nhận của cô ấy đã mang lại cho tôi niềm an ủi phần nào.",2,Depression,0.22444926
Summarize the economic impact of COVID-19.?,6,Suicidal,0.17525074
"Bất cứ khi nào người yêu cũ chỉ trích tôi hoặc chỉ ra khuyết điểm của tôi, tôi sẽ ngay lập tức chuyển sang chế độ phòng thủ. Thay vì thừa nhận mối quan tâm của họ, tôi sẽ im lặng và trở nên phòng thủ. Gần như tôi đã mong đợi họ sẽ chia tay với tôi.",3,Normal,0.2520657
Tôi đoán đó là nỗi sợ thất bại. Tôi luôn muốn đạt được nhiều thành tựu nhưng gần đây tôi có cảm giác như mình không tiến bộ chút nào. Giống như lòng tự trọng của tôi đang bị ảnh hưởng.,0,Anxiety,0.19151077
"Tôi nghĩ lẽ ra tôi có thể hiện diện nhiều hơn, chú ý hơn đến nhu cầu của đối tác. Có lẽ nếu tôi lắng nghe kỹ hơn hoặc thấu hiểu hơn thì mọi chuyện đã không sụp đổ như hiện tại. Việc thay đổi những khía cạnh này của bản thân có thể giúp giảm bớt phần nào cảm giác tội lỗi và xấu hổ này. Nó có thể giúp tôi cảm thấy mình có thể có một mối quan hệ lành mạnh trong tương lai.",1,Bipolar,0.24510868
"Well, I recently got promoted at work, and now I have more responsibilities and decisions to make. It's overwhelming, and I worry about making the wrong choices.",4,Personality disorder,0.18440259
", những thay đổi này đã có tác động sâu sắc đến mọi khía cạnh trong cuộc sống của tôi. Tôi không chỉ cảm thấy hạnh phúc hơn mà còn có ý thức mới về mục đích và phương hướng. Bằng cách tập trung vào quá trình hồi phục và luôn cam kết với mục tiêu của mình, tôi đã có thể hàn gắn những mối quan hệ bị tổn thương và xây dựng lại niềm tin với những người thân yêu của mình. Tôi bắt đầu theo đuổi đam mê của mình trở lại, điều này mang lại cho tôi cảm giác thỏa mãn và ý nghĩa trong cuộc sống. Nhìn chung, tôi cảm thấy vững vàng hơn, hài lòng hơn và sẵn sàng đối mặt với mọi thử thách ập đến với mình.",2,Depression,0.2188849
"Tôi sẽ cố gắng nhắc nhở bản thân về những phẩm chất tích cực của mình mỗi ngày. Những lời khẳng định và bài tập biết ơn có thể hữu ích trong việc thay đổi suy nghĩ của tôi. Ngoài ra, tôi muốn khám phá thêm các tài nguyên hoặc hội thảo nhằm thúc đẩy trao quyền tình dục và sự tự tin.",5,Stress,0.20935296
"I feel so overwhelmed by the idea of change. It's like a dream come true, but it's also terrifying.",2,Depression,0.20310234
Tôi đánh giá cao sự khuyến khích của bạn. Cuộc trò chuyện này đã thực sự thúc đẩy tôi chịu trách nhiệm về sức khỏe của mình và tiếp tục tiến về phía trước. Tôi sẽ đón nhận hành trình này với quyết tâm đổi mới và tư duy tích cực. Cảm ơn bạn đã là ánh sáng dẫn đường của tôi.,2,Depression,0.22795112
"Nghe có vẻ yên tâm đấy. Tôi đánh giá cao sự hiểu biết và kiên nhẫn của bạn. Tôi đoán tôi vừa mong chờ một phép màu, một giấc mơ thành hiện thực có thể xóa tan mọi nỗi đau này. Nhưng tôi biết cuộc sống không diễn ra như vậy. Đôi khi thật khó để chấp nhận.",1,Bipolar,0.21630332
"Đó là một điểm tốt. Tôi nghĩ đối với tôi, thành công có nghĩa là tìm thấy sự thỏa mãn trong công việc và tạo ra tác động tích cực đến người khác. Nó không chỉ là về sự công nhận hoặc trạng thái bên ngoài.",2,Depression,0.17928198
"Hi , I don't even know where to start. I'm feeling so shocked and overwhelmed right now. My husband just told me that he's been struggling with depression for months, and I had no idea. I feel like I've failed him somehow.",4,Personality disorder,0.19276655
Đó là một gợi ý hay. Tôi sẽ cố gắng tìm thời điểm thích hợp để nói chuyện với họ. Điều đó chỉ khó khăn vì tôi không muốn làm mọi việc trở nên tồi tệ hơn hoặc khiến họ thêm căng thẳng. Nhưng có lẽ nếu tôi tiếp cận nó bằng tình yêu và sự thấu hiểu thì họ sẽ dễ tiếp thu hơn.,1,Bipolar,0.18063356
"Honestly, it feels scary but also liberating. I'm ready to break free from this cycle of isolation and start building stronger connections with the people in my life.",2,Depression,0.2281916
"Cảm ơn vì những lời tốt đẹp của bạn. Sự hỗ trợ của bạn có ý nghĩa rất lớn. Tôi nghĩ lúc này, tôi chỉ cần một không gian an toàn để bày tỏ những bức xúc của mình. Thật vui khi được nói chuyện một cách cởi mở về cảm giác của mình. Tôi sẽ tiếp tục chủ động và hy vọng trong hành trình tìm kiếm câu trả lời.",2,Depression,0.19209151
"Họ chắc chắn đã định hình cách tiếp cận tình bạn của tôi. Tôi coi trọng tính xác thực và trân trọng những khoảnh khắc dễ bị tổn thương đi kèm với những mối liên hệ sâu sắc. Tôi cố gắng có mặt và chủ động lắng nghe, giống như Sarah đã làm với tôi. Ngoài ra, tôi nỗ lực tạo cơ hội vui chơi và phiêu lưu, giống như khoảng thời gian vui vẻ mà chúng ta đã có trong thời thơ ấu.",1,Bipolar,0.19291124
"Cảm ơn. Lời nói của bạn thực sự có ý nghĩa rất lớn với tôi. Tôi bắt đầu thấy rằng ngay cả sau khi chia tay, vẫn có khả năng phát triển, hạnh phúc và tình bạn mới được hình thành.",3,Normal,0.21061645
"I guess I've been hesitant to seek professional help. I don't want to burden anyone with my problems, and I'm scared of what they might discover.",2,Depression,0.2541963
"Tôi có một người giám sát luôn có vẻ dễ gần và hiểu biết. Có lẽ đã đến lúc tôi mở lòng với họ và chia sẻ những gì tôi đã trải qua. Thật đáng sợ khi nghĩ đến việc thực hiện bước đó, nhưng tôi biết điều đó là cần thiết nếu tôi muốn chấm dứt chu kỳ bắt nạt này.",2,Depression,0.22337246
Come up with three titles for a story about a single father struggling with depression.?,2,Depression,0.18363172
"Này , tôi hy vọng bạn vẫn ổn. Lúc này tôi cảm thấy rất mệt mỏi và tiếc nuối. Tôi dường như không thể rũ bỏ được cảm giác tự ti thường xuyên này và nó thực sự ảnh hưởng đến cuộc sống hàng ngày của tôi.",2,Depression,0.20977005
"Đúng, có một vài người bạn thân và thành viên trong gia đình mà tôi tin tưởng. Tuy nhiên, gần đây tôi đã xa họ, cảm thấy như một gánh nặng. Nhưng bây giờ tôi thấy rằng sự hỗ trợ của họ có thể là một phần không thể thiếu trong hành trình hướng tới hòa bình của tôi. Tôi chỉ cần thu hết can đảm để tiếp cận.",2,Depression,0.19979614
", tôi nhận thấy chúng ta gặp khó khăn trong việc giao tiếp hiệu quả. Chúng tôi thường tranh cãi vì những điều nhỏ nhặt và điều đó khiến tôi cảm thấy lo lắng về tương lai của chúng tôi cùng nhau. Tôi lo lắng rằng những bất đồng này là dấu hiệu của một vấn đề sâu sắc hơn.",1,Bipolar,0.23659569
"Mọi thứ dường như không ổn. Đầu tiên, có vấn đề kỹ thuật với hệ thống âm thanh và kết quả là màn trình diễn của tôi bị ảnh hưởng. Sau đó, tôi nhận ra rằng sự kiện quá đông và khán giả không tham gia như tôi mong đợi. Cảm giác như một cơn ác mộng đang diễn ra trước mắt tôi.",5,Stress,0.19756302
"Tôi nghĩ sẽ rất hữu ích, nếu chúng ta có thể khám phá thêm những kỹ thuật xây dựng lòng từ bi với bản thân. Mặc dù lòng tự trọng của tôi đã được cải thiện nhưng tôi vẫn phải vật lộn với việc đối xử tốt với bản thân trong những thời điểm khó khăn. Tôi tin rằng công việc tiếp theo trong lĩnh vực này sẽ mang lại lợi ích to lớn cho sức khỏe tổng thể của tôi.",6,Suicidal,0.19261706
Ủng hộ.,0,Anxiety,0.19804531
"I haven't tried anything specific. I've been so caught up in my negative thoughts that it never occurred to me to prioritize self-care. I'm open to suggestions, though.",2,Depression,0.17023697
Tôi cảm thấy mệt mỏi. Mệt mỏi vì mâu thuẫn gia đình. Chuyện này đã diễn ra quá lâu và nó bắt đầu làm tôi kiệt sức. Tôi chỉ không biết làm thế nào để xử lý nó nữa.,2,Depression,0.19988178
Cảm ơn bạn đã nhắc nhở. Tôi thường quên chăm sóc bản thân khi lo lắng cho người khác.,3,Normal,0.17915724
"Vâng, tôi đã có vài cuộc trò chuyện với họ nhưng vẫn khó có thể hiểu hết mọi thứ. Họ giải thích lý do đằng sau quyết định của mình nhưng thật khó để chấp nhận rằng mọi thứ sẽ không còn như trước nữa. Tôi đoán là tôi sợ việc ly hôn này sẽ ảnh hưởng như thế nào đến mối quan hệ của tôi với cả hai người.",6,Suicidal,0.17286704
Tôi chỉ thấy ghê tởm thôi. Bạn gái của tôi đã làm tan nát trái tim tôi và tôi dường như không thể vượt qua được điều đó.,0,Anxiety,0.20760995
"I've thought about it, but there's this lingering fear of judgment. What if they think I'm weak or incapable? I guess I worry about disappointing others with my struggles. But you're right, maybe reaching out for support could be beneficial, even if it feels daunting.",6,Suicidal,0.19403772
"Xin chào , tôi đang cảm thấy sợ hãi và cần được giúp đỡ. Tôi đang phải vật lộn với chứng nghiện và nó thực sự ảnh hưởng đến cuộc sống của tôi.",2,Depression,0.18603864
Tôi nghĩ hôm nay chúng ta đã nói được nhiều điều. Cuộc trò chuyện này cực kỳ hữu ích và nó mang lại cho tôi một góc nhìn mới mẻ về cách tiếp cận sự lo lắng và phiền nhiễu của tôi. Bây giờ tôi có một số bước khả thi mà tôi có thể thực hiện để tìm lại sự cân bằng hơn và chăm sóc bản thân.,2,Depression,0.18551983
Not at the moment. I think I've covered the main points for now. I appreciate your guidance and support.,2,Depression,0.22436377
Chắc chắn rồi! Tôi luôn đam mê sức khỏe tinh thần và hạnh phúc. Tôi tin rằng mọi người đều có quyền tiếp cận các nguồn lực và sự hỗ trợ mà họ cần. Có lẽ tôi có thể sử dụng kỹ năng thiết kế đồ họa của mình để tạo ra nội dung hoặc chiến dịch mang tính thông tin nhằm nâng cao nhận thức và giảm bớt sự kỳ thị xung quanh sức khỏe tâm thần.,5,Stress,0.22245073
I haven't thought about that. Maybe it would be helpful to connect with people who understand what I'm going through. Talking to others who have faced similar health issues might provide some comfort and a sense of belonging.,2,Depression,0.20914912
"Gần đây tôi cảm thấy thực sự bất an. Nó giống như nỗi sợ hãi thường trực rằng tôi không đủ giỏi, rằng tôi sẽ không bao giờ đạt được ước mơ của mình. Và điều đó khiến tôi cảm thấy bị cô lập với mọi người xung quanh.",1,Bipolar,0.23085353
"Vâng, mỗi khi tôi đối mặt với một thử thách mới, tôi lại tìm cách vượt qua nó. Tôi đã được thăng tiến trong công việc, kết bạn mới và học được những kỹ năng mới. Những thành tựu này chứng tỏ rằng tôi có khả năng xử lý sự không chắc chắn.",6,Suicidal,0.16359696
"Ban đầu tôi cảm thấy chán nản và muốn bỏ cuộc. Có cảm giác như mọi công sức và sự dễ bị tổn thương của tôi đều chẳng là gì cả. Nhưng sau vài ngày suy ngẫm, tôi nhận ra rằng mình không nên để hành động của người khác chi phối giấc mơ của mình. Vì vậy, tôi quyết định giữ vững quyết tâm và tiếp tục tiến về phía trước.",6,Suicidal,0.17632292
