statement,predicted_label_id,predicted_status,confidence
"Tôi đã cố gắng nói chuyện với đối tác của mình, nhưng thật khó để tìm được từ thích hợp. Tôi cảm thấy tội lỗi khi khiến họ phải gánh chịu những khó khăn của mình và tôi lo lắng rằng họ có thể không hiểu hết mức độ căng thẳng của tôi. Đó là một cuộc chiến liên tục giữa việc mong muốn được họ hỗ trợ và lo sợ họ sẽ mệt mỏi với sự tiêu cực của tôi.",4,Personality disorder,0.9978606
Không phải lúc này. Cuộc trò chuyện này đã mang lại một số cứu trợ. Cảm ơn bạn đã ở đây và lắng nghe.,1,Bipolar,0.8484899
"Well, it's like a voice in my head starts telling me that I'm not good enough, that I'll never be able to have those kind of relationships. It's this constant self-doubt that keeps holding me back.",0,Anxiety,0.9445334
"Tôi nghĩ nó chủ yếu xuất hiện khi tôi cố gắng thể hiện cảm xúc của mình. Tôi gặp khó khăn trong việc tìm từ thích hợp và thay vào đó, tôi thường kết thúc mọi việc bằng cách đóng chai mọi thứ.",2,Depression,0.5447335
"Tôi muốn tìm cách giải quyết nỗi lo lắng tột độ, đặc biệt là liên quan đến sức khỏe của chính mình. Nỗi sợ mất kiểm soát và ngã bệnh khiến tôi kinh hoàng. Tôi muốn học các kỹ thuật để làm dịu tâm trí lo lắng của mình và lấy lại quyền kiểm soát suy nghĩ và cảm xúc của mình.",0,Anxiety,0.99989164
Cảm ơn. Lời nói của bạn thực sự an ủi tôi. Tôi cảm thấy như được trẻ hóa và lạc quan khi đón nhận chương mới này trong cuộc đời mình. Tôi quyết tâm tìm niềm an ủi trong sở thích mới này và tạo ra những giây phút hạnh phúc giữa nỗi buồn.,2,Depression,0.9951892
"Hi , I'm feeling really sad right now. I can't shake off this feeling of emptiness that's been consuming me for days. I have this lingering sense of disappointment and betrayal, like I've been cheated by life.",6,Suicidal,0.7938083
"Vâng, tôi có. Tôi thường xuyên bị đau đầu, căng cơ và thậm chí có lúc khó thở. Cơ thể tôi luôn có cảm giác như đang căng thẳng và đó là lời nhắc nhở thường xuyên về sự lo lắng của tôi.",5,Stress,0.99981934
"Gần đây chuyện đó xảy ra thường xuyên hơn. Tôi đã từng cảm thấy an tâm về bản thân và tin tưởng vào mối quan hệ của chúng tôi. Nhưng bây giờ, tôi có cảm giác như mình đang đi trên vỏ trứng, sợ nói hoặc làm sai điều gì đó. Tôi biết tôi không thể kiểm soát cảm giác của cô ấy, nhưng tôi không thể không cảm thấy có trách nhiệm với hạnh phúc của cô ấy và kết quả là lòng tự trọng của tôi bị ảnh hưởng.",5,Stress,0.71427715
Cảm ơn. Sự hướng dẫn và hỗ trợ của bạn có ý nghĩa rất lớn đối với tôi. Tôi sẵn sàng nỗ lực hết mình để cùng bạn gái tạo dựng một tương lai tốt đẹp hơn.,1,Bipolar,0.60325885
"Well, aside from engaging in my favorite activities and building friendships, I've also been practicing mindfulness and gratitude. These simple techniques have helped me focus on the present moment and appreciate the positive aspects of my life. I find that expressing gratitude for the little things brings so much joy and contentment.",6,Suicidal,0.49803272
"Có, tôi đã rút ra bài học từ những kinh nghiệm trong quá khứ và đang tích cực nỗ lực để trở nên cởi mở và dễ bị tổn thương hơn với người bạn đời hiện tại của mình. Chúng tôi giao tiếp cởi mở hơn và tôi cảm thấy tin tưởng và hỗ trợ mạnh mẽ hơn. Dù có tiếc nuối nhưng tôi cũng nhìn thấy tiềm năng phát triển và những mối liên kết sâu sắc hơn trong các mối quan hệ hiện tại và tương lai của mình.",4,Personality disorder,0.99470466
Tôi thực sự chưa nói chuyện với ai về chuyện đó. Tôi đoán là tôi sợ làm gánh nặng cho họ về những vấn đề của mình. Nhưng có lẽ việc mở lòng với ai đó có thể hữu ích. Bạn có gợi ý nào về cách tôi có thể tiếp cận những cuộc trò chuyện này mà không cảm thấy mình trở thành gánh nặng không?,5,Stress,0.96467686
"Tôi đã khám phá nhiều phương pháp khác nhau như viết nhật ký, tập thể dục và các hoạt động chăm sóc bản thân, nhưng tôi gặp khó khăn trong việc tìm ra năng lượng hoặc động lực để thực hiện chúng một cách nhất quán. Dường như cơn trầm cảm đã rút hết sức lực của tôi.",2,Depression,0.9971204
"Thật khó để diễn tả thành lời, nhưng tôi cảm thấy một sức nặng đè lên ngực mỗi khi nhìn thấy họ. Tôi thắc mắc tại sao mọi chuyện phải kết thúc, và tôi không thể không hồi tưởng lại những khoảnh khắc chúng tôi đã chia sẻ cùng nhau. Nó giống như một lời nhắc nhở thường xuyên về những gì tôi đã đánh mất.",5,Stress,0.99576193
"Bạn nói đúng. Tôi đoán tôi nên cố gắng chuyển sự tập trung của mình sang những khía cạnh tích cực. Tôi đã nhận được phản hồi tích cực về các bài thuyết trình trước đây của mình và tôi hiểu rõ về chủ đề này. Hơn nữa, tôi đã chuẩn bị kỹ lưỡng. Tôi có kiến ​​thức và khả năng thu hút khán giả của mình. Tôi chỉ cần tin vào chính mình.",4,Personality disorder,0.99988365
"Vâng, tôi có. Bất cứ khi nào tôi tưởng tượng một cuộc sống không còn nghiện ngập, tôi cảm thấy như được giải phóng và hy vọng. Tôi thấy mình đang khám phá những địa điểm mới, gặp gỡ những con người thú vị và hòa mình hoàn toàn vào những nền văn hóa khác nhau. Đó là một giấc mơ khiến tôi tràn ngập niềm vui và phấn khích.",1,Bipolar,0.68630016
Tôi sẽ làm vậy. Cảm ơn bạn đã nhắc nhở tôi rằng hạnh phúc và niềm đam mê của tôi rất quan trọng. Thật an ủi khi có một người như bạn thể hiện sự quan tâm và đồng cảm thực sự.,6,Suicidal,0.55617356
Chúng tôi đang gặp khó khăn trong việc tìm địa điểm phù hợp cho tiệm bánh của mình. Mỗi khi chúng ta nghĩ rằng mình đã tìm được một vị trí hoàn hảo thì lại có điều gì đó xuất hiện và nó lại thất bại. Ít nhất thì nó đang làm mất tinh thần.,4,Personality disorder,0.5408608
Tôi nghĩ nói chuyện với một nhà trị liệu như bạn là bước đầu tiên tốt. Tôi cũng muốn cố gắng tha thứ cho bản thân về bất kỳ lỗi lầm nào tôi đã mắc phải. Thật khó để nhìn xa hơn nỗi đau ngay bây giờ.,6,Suicidal,0.7335314
Gần đây tôi cảm thấy thực sự cô đơn và điều đó khiến tôi có cảm giác mất mát sâu sắc.,5,Stress,0.9019612
"I often feel most dependent in social settings. The fear of judgment and rejection intensifies my anxiety, leading me to seek constant reassurance and validation from others. It's like I can't be myself without their approval.",6,Suicidal,0.97096777
"Tôi đoán chúng mang nhiều giả định hơn là bất cứ điều gì đáng kể. Tôi không có bằng chứng cụ thể cho thấy mọi người sẽ không thích tôi, nhưng sự lo lắng khiến tôi tin vào điều ngược lại.",6,Suicidal,0.5194615
Không phải lúc này. Tôi sẽ thử triển khai các đề xuất của bạn và xem mọi thứ tiến triển như thế nào. Cảm ơn bạn một lần nữa cho tất cả mọi thứ.,3,Normal,0.9958275
"Chà, khi nhìn lại tác phẩm trước đây của mình, tôi có thể thấy sự cải thiện rõ rệt trong phong cách viết và cách kể chuyện của mình. Thật đáng thất vọng khi sự cải thiện đó dường như không mang lại thành công cho việc xuất bản.",3,Normal,0.50577664
Design an algorithm for analyzing text.?,3,Normal,0.99930346
"Việc kết hợp những chiến lược này vào cuộc sống đã bắt đầu thay đổi quan điểm của tôi, mặc dù chậm. Họ đã cho phép tôi thách thức những suy nghĩ tiêu cực về bản thân và nhận ra rằng thất bại là một phần của quá trình học hỏi. Đó là một cuộc hành trình đang diễn ra, nhưng tôi hy vọng rằng với thời gian và sự luyện tập, tôi có thể thực sự tin tưởng vào giá trị của mình với tư cách một cá nhân.",5,Stress,0.9994617
"Chà, tôi không có bạn đời để chia sẻ trách nhiệm và niềm vui nuôi con. Đôi khi, tôi nhìn thấy những gia đình khác ở cùng nhau, và điều đó làm tôi nhớ đến những gì mình không có. Cảm giác như một người ngoài cuộc thật khó khăn.",4,Personality disorder,0.98314464
"Xin chào , tôi hy vọng bạn có thể giúp tôi. Tôi cảm thấy thực sự xấu hổ về chuyện đã xảy ra với bạn gái mình.",5,Stress,0.9371917
  I'm having trouble in my relationship. My partner and I argue all the time. What can I do to improve our communication? ,4,Personality disorder,0.6110193
"I'll do my best to hold on to that belief, even when it feels challenging. Your guidance gives me hope. I'm ready to embark on this difficult but necessary journey towards healing and reclaiming my life from the clutches of addiction and rejection.",6,Suicidal,0.9764064
"It's definitely impacting my self-esteem negatively. I find myself constantly questioning my abilities and feeling inadequate. I feel like I'm not valued or appreciated for the work I do, and it's causing a lot of stress and anxiety.",4,Personality disorder,0.4850877
"Tôi có xu hướng phân tích tổng thể mọi thứ, liên tục tìm kiếm sự yên tâm. Giống như tôi không thể rũ bỏ được cảm giác rằng những người tôi quan tâm cuối cùng sẽ rời bỏ tôi, ngay cả khi họ không hề tỏ ra dấu hiệu nào về điều đó.",4,Personality disorder,0.9948738
Viết ra mọi thứ có vẻ như là một cách tiếp cận hữu ích. Nó sẽ cho tôi cơ hội sắp xếp suy nghĩ của mình và đảm bảo rằng tôi truyền tải cảm xúc của mình một cách chính xác. Bây giờ tôi cảm thấy hy vọng hơn một chút.,5,Stress,0.8677968
"Gần đây tôi có vẻ hơi phòng thủ. Tôi không biết tại sao, nhưng có một nỗi sợ hãi tiềm ẩn cứ đeo bám tôi.",0,Anxiety,0.82107806
"Absolutely. I think a great first step would be to practice self-acceptance and self-compassion. By acknowledging that it's okay to make mistakes and being kind to myself, I can start to let go of the fear of judgment. Additionally, gradually exposing myself to small social interactions and challenging my negative thoughts will be key in building my confidence.",4,Personality disorder,0.90609604
"I've mentioned it, but it always seems to escalate into an argument. We both get defensive and it becomes a cycle. I'm not sure how to break free from it.",6,Suicidal,0.860658
"Chào ! Tôi hy vọng hôm nay bạn làm tốt. Tôi muốn nói về nỗi đau buồn và gần đây nó đã ảnh hưởng đến tôi như thế nào. Bất chấp tất cả, tôi phải nói rằng nhìn chung tôi cảm thấy khá hạnh phúc, điều này thật bất ngờ vì kỳ vọng của tôi khá thấp.",6,Suicidal,0.6943547
Tôi nghĩ việc thiết lập ranh giới rõ ràng và yêu cầu giúp đỡ khi tôi cần sẽ rất quan trọng. Đó là về việc tạo ra một không gian an toàn cho bản thân tôi.,6,Suicidal,0.95818543
"Chà, tôi cho rằng khi nói đến sở thích của mình, chẳng hạn như vẽ tranh hay chơi ghi-ta, tôi thực sự cảm thấy tự tin. Chính trong những khoảnh khắc này, tôi đã từ bỏ những xác nhận bên ngoài và chỉ tập trung vào niềm vui mà những hoạt động này mang lại cho tôi. Nhưng khi nói đến cuộc sống nghề nghiệp hoặc các mối quan hệ của tôi, tôi gặp khó khăn để duy trì mức độ tự tin đó.",1,Bipolar,0.90450335
Có lẽ bằng cách tập trung vào những khoảnh khắc tích cực đó và nhắc nhở bản thân rằng tôi có khả năng trở thành một bậc cha mẹ yêu thương và hỗ trợ. Có lẽ tôi cần phải cho mình thêm một chút tín dụng.,1,Bipolar,0.99825364
"Absolutely! I would love to set some short-term goals to help me stay on track. I think setting goals related to time management, self-care, and seeking feedback from my colleagues could be a good starting point. By actively working on these areas, I hope to develop a healthier relationship with work and reduce the impact of stress and insecurity.",6,Suicidal,0.9134431
"Nó cực kỳ mệt mỏi. Tôi cảm thấy như mình liên tục đi trên vỏ trứng xung quanh bố mẹ, sợ nói hoặc làm điều gì đó có thể gây ra một cuộc tranh cãi khác. Nó ảnh hưởng đến sự tự tin, lòng tự trọng và thậm chí cả khả năng tập trung vào các lĩnh vực khác của cuộc sống.",4,Personality disorder,0.99935645
"Tôi đã suy ngẫm về hành động và ý định của bản thân trong tình bạn hiện tại. Tôi đang cố gắng cởi mở và dễ bị tổn thương hơn, bày tỏ những suy nghĩ và cảm xúc thật của mình. Tôi cũng chủ động tìm kiếm cơ hội để tham gia vào các cuộc trò chuyện và hoạt động sâu sắc hơn phù hợp với giá trị của mình.",4,Personality disorder,0.99896777
"Vâng, tất cả bắt đầu từ một sự hiểu lầm. Một trong những người bạn thân nhất của tôi, Sarah, đã chia sẻ điều gì đó riêng tư với tôi một cách kín đáo. Tôi đã hứa sẽ giữ nó giữa chúng tôi, nhưng bằng cách nào đó, nó đã lọt ra ngoài. Tôi cảm thấy bị phản bội vì đã giao phó bí mật của mình cho cô ấy, và tôi không ngờ cô ấy lại phá vỡ lòng tin đó.",3,Normal,0.99550736
"Thank you for your guidance. It's reassuring to have someone who understands and empathizes with the depth of our struggle. I'm willing to put in the work, for the sake of our family's happiness.",0,Anxiety,0.6187904
"À, tôi luôn có một niềm đam mê thầm kín với hội họa. Tôi thích ý tưởng thể hiện bản thân thông qua nghệ thuật, nhưng tôi chưa bao giờ thực sự thử nó.",4,Personality disorder,0.98490626
"Này , tôi hy vọng bạn vẫn ổn. Tôi muốn liên hệ vì gần đây tôi cảm thấy thực sự hối hận và căng thẳng. Bạn thấy đấy, gần đây tôi đã trải qua một cuộc chia tay và điều đó thực sự khó khăn với tôi.",6,Suicidal,0.9989723
"Một ngày nọ, một người bạn chung đã đến gặp tôi và đề cập điều gì đó về vấn đề sức khỏe của tôi. Tôi ngạc nhiên vì tôi đã không chia sẻ thông tin đó với họ. Khi tôi hỏi làm sao họ biết, họ nói với tôi rằng người bạn kia của tôi đã thảo luận chuyện đó với họ. Có cảm giác như tôi đã bị lừa dối và phản bội ở nhiều cấp độ. Tôi không mong đợi sự vi phạm bí mật như vậy, đặc biệt là từ một người mà tôi rất coi trọng.",1,Bipolar,0.9635668
"Đó chỉ là cảm giác trống rỗng thường trực, giống như không còn gì thực sự quan trọng nữa. Tôi cố tỏ ra dũng cảm nhưng trong thâm tâm, tôi cảm thấy rất lo lắng và khao khát có ai đó hiểu được.",6,Suicidal,0.40657476
"I've been feeling really down lately. My self-esteem is at an all-time low, and it's affecting my ability to communicate with others. I just don't feel confident enough to speak up anymore.",0,Anxiety,0.48710254
"Thanks for being there. The grief I'm experiencing is primarily due to the loss of my beloved pet. I know it may seem trivial to some, but my pet was like family to me. Their unconditional love and presence brought so much joy into my life. Since their passing, there's been this void, this emptiness that I just can't seem to shake off. It's like a part of me is missing, and it's been a struggle to adjust to life without them.",6,Suicidal,0.51094794
"I've thought about it, but every time I try to pursue something new, doubt and fear creep in. I worry about starting from scratch, having to prove myself all over again. It's overwhelming.",6,Suicidal,0.6584722
"Hi . Thanks for being here for me. The breakup has left me feeling lost and rejected. I thought we had a future together, but now I have to start over. And losing my job has made me question my worth and my ability to provide for myself. It's been a double blow.",5,Stress,0.6001206
Họ không bao giờ ở bên tôi khi tôi cần. Họ không bao giờ xuất hiện và tôi cảm thấy như nhu cầu của mình bị bỏ qua.,5,Stress,0.9977307
Tôi đánh giá cao sự trấn an của bạn. Tôi nghĩ tôi sẵn sàng thử liệu pháp này. Tôi nhận ra rằng cách hoạt động hiện tại của mình không bền vững và tôi cần phải thay đổi.,0,Anxiety,0.8696589
Tôi tin rằng việc đặt ra ranh giới sẽ cho phép tôi chăm sóc bản thân tốt hơn và truyền đạt giá trị của mình với chồng. Nó sẽ tạo ra sự cân bằng lành mạnh hơn trong mối quan hệ của chúng ta và củng cố niềm tin của tôi vào giá trị của bản thân.,1,Bipolar,0.99855345
"Tôi mệt quá. Tôi cảm thấy như không bao giờ có thể thoát khỏi sự nặng nề đè nặng lên tôi mỗi ngày. Và trên hết, tài chính của tôi đang rất lộn xộn. Tôi như đang chìm trong biển hóa đơn và nợ nần.",5,Stress,0.42227936
"Tôi đang cố gắng đánh lạc hướng bản thân bằng những sở thích và dành thời gian cho bạn bè. Nó giúp ích trong giây lát, nhưng những suy nghĩ và lo lắng luôn quay trở lại. Tôi cũng đã viết nhật ký để sắp xếp lại cảm xúc của mình, điều này dường như giúp tôi nhẹ nhõm phần nào.",0,Anxiety,0.9836119
"Thank you. Your words mean a lot to me, and I appreciate your support. I think this conversation has been really helpful in guiding me towards a new perspective on personal relationships. For now, I feel content and ready to take the first steps towards making positive changes. I'll be sure to keep you updated on my progress.",6,Suicidal,0.6013064
Cảm ơn  vì sự hỗ trợ và hướng dẫn liên tục của bạn. Nó thực sự có ý nghĩa rất lớn đối với tôi. Tôi rất biết ơn khi có một người hiểu và giúp tôi vượt qua những thử thách trong cuộc sống bằng sự đồng cảm và lòng tốt như vậy.,0,Anxiety,0.83434767
"
Kết hợp các câu thành một câu trong khi vẫn giữ nguyên nghĩa ban đầu.: 

Anh ấy từng là bác sĩ. Vợ ông là một y tá.
",3,Normal,0.57667506
Cảm ơn. Điều đó có ý nghĩa rất nhiều để nghe. Tôi đoán một trong những thách thức là cân bằng hạnh phúc tình cảm của bản thân đồng thời ở bên cạnh các con tôi. Tôi không muốn họ lúc nào cũng thấy tôi buồn.,1,Bipolar,0.9591576
", một chiến lược đã giúp ích cho tôi, đó là rèn luyện lòng từ bi với bản thân. Thay vì tự phê bình, tôi nhắc nhở bản thân rằng mắc sai lầm là một phần của con người. Tôi cũng nỗ lực có ý thức để thách thức mọi suy nghĩ tiêu cực hoặc tự nói chuyện với bản thân bằng cách thay thế chúng bằng những lời khẳng định tích cực. Hơn nữa, tôi tìm kiếm sự hỗ trợ từ những người thân yêu của mình trong những thời điểm này, điều này củng cố niềm tin của tôi vào bản thân.",2,Depression,0.4671082
", gần đây tôi đã kết thúc một mối quan hệ lâu dài, và mặc dù đó là điều tốt nhất nhưng tôi vẫn thấy mình hơi chán nản. Tôi cứ tưởng mình sẽ hạnh phúc hơn sau khi bước tiếp, nhưng đôi khi tôi vẫn bị cuốn vào những kỷ niệm và những chuyện nếu như. Giống như trái tim tôi đang cố gắng chữa lành, nhưng nó mất nhiều thời gian hơn tôi mong đợi.",2,Depression,0.9878308
"Việc thừa nhận những thành tựu của mình có thể giúp tôi thấy mình là một bậc cha mẹ có năng lực, một người đang tạo ra tác động tích cực đến cuộc sống của con cái họ. Nó có thể giúp tôi chuyển sự tập trung của mình từ sự nghi ngờ bản thân sang sự đánh giá cao bản thân.",4,Personality disorder,0.99968195
Đó là một ý tưởng hay. Tôi chưa từng nghĩ đến việc lôi kéo một người bạn chung hoặc tìm kiếm sự hướng dẫn chuyên môn. Việc có ai đó trung lập trong cuộc trò chuyện có thể giúp giữ mọi thứ cân bằng và đảm bảo rằng tất cả các bên đều cảm thấy được lắng nghe. Tôi cho rằng tôi chỉ cần thu hết can đảm để bắt đầu cuộc trò chuyện khó khăn này.,4,Personality disorder,0.9998354
"Tôi đã cố gắng đánh lạc hướng bản thân bằng những sở thích và dành thời gian cho bạn bè, nhưng cuối cùng tôi luôn nghĩ về những gì có thể xảy ra. Tôi biết mình cần tạo ra những kỷ niệm và trải nghiệm mới, nhưng nói thì dễ hơn làm.",2,Depression,0.67695177
"Chà, một điều tôi biết là tôi cần phát triển các cơ chế đối phó lành mạnh hơn. Thay vì chuyển sang cơn nghiện, có lẽ tôi có thể thử tập thể dục hoặc thể hiện bản thân thông qua nghệ thuật.",1,Bipolar,0.99929917
"Hi , I hope you're doing well today. I've been feeling so lonely lately and it's really getting to me. I can't help but think that my friends are cheating on me or talking behind my back. It's just been making me feel so sad and confused.",3,Normal,0.6719362
Tôi luôn cảm thấy lo lắng và bất an. Tôi nghi ngờ bản thân và giá trị của mình. Thật mệt mỏi.,4,Personality disorder,0.76585615
"Vâng, chắc chắn rồi. Tôi thấy rằng khi tôi cho phép mình tham gia đầy đủ vào các hoạt động này, dù chỉ trong một thời gian ngắn, tâm trí của tôi sẽ thoát khỏi những suy nghĩ liên tục liên quan đến công việc. Nó giống như một luồng gió mới và nó cho phép tôi quay lại công việc của mình với sự tập trung mới và tư duy rõ ràng hơn.",5,Stress,0.9991991
Có vẻ như bất kỳ sự bất đồng nhỏ nào cũng có thể nhanh chóng biến thành một cuộc xung đột lớn. Ngay cả những điều nhỏ nhặt nhất cũng khiến chúng thất vọng.,5,Stress,0.64626706
Trường hợp xấu nhất là nó có thể khơi lại những vết thương cũ và khiến vết thương lòng càng thêm đau đớn. Nó có thể dẫn đến những hiểu lầm sâu sắc hơn hoặc thậm chí là một kết thúc không thể cứu vãn được cho mối quan hệ. Nhưng tôi cho rằng nếu điều đó xảy ra thì ít nhất tôi cũng đã cố gắng giao tiếp một cách thành thật.,4,Personality disorder,0.9998406
"Thank you. I'm grateful to have your support. Lately, I've been applying for several job opportunities, expecting positive outcomes, and hoping for a fresh start. However, I have received multiple rejection letters, and it feels like my efforts are going unnoticed. The continuous stream of rejection has left me questioning my abilities and worth, leading to heightened anxiety in various aspects of my life.",6,Suicidal,0.650035
"Tôi nghĩ điều đó chủ yếu xảy ra khi ý kiến ​​của chúng tôi xung đột. Chúng tôi có những bất đồng về nhiều chủ đề khác nhau, và cho dù tôi có cố gắng bày tỏ bản thân một cách tôn trọng đến đâu thì có cảm giác như họ tự động bác bỏ quan điểm của tôi. Nó khiến tôi tự hỏi liệu tôi có quan trọng với họ không.",4,Personality disorder,0.999846
Create a mental model that explains how the internet works.?,2,Depression,0.7432808
Tôi đoán tôi hy vọng một sở thích mới sẽ giúp tôi tập trung năng lượng và mang lại cho tôi cảm giác có mục đích. Tôi cũng hy vọng nó sẽ mang lại cho tôi cảm giác thỏa mãn và cho phép tôi xây dựng những kỹ năng mới.,5,Stress,0.9998621
"Chà, có vẻ như gần đây nó được kích hoạt bởi bất cứ thứ gì và mọi thứ. Những nơi đông người khiến tôi cảm thấy ngột ngạt, và ý nghĩ giao tiếp xã hội khiến tim tôi đập thình thịch. Ngay cả những công việc đơn giản như đi đến cửa hàng tạp hóa cũng gây ra cảm giác sợ hãi tột độ này. Giống như tôi luôn ở trong tình trạng căng thẳng, chờ đợi điều tồi tệ nhất xảy ra.",4,Personality disorder,0.9746362
"Hiện tại, tôi nghĩ mình đã có được nhiều hiểu biết sâu sắc và rõ ràng. Tôi sẽ tiếp tục nỗ lực hết mình và đón nhận những cơ hội mới đến với mình. Cảm ơn  vì sự hướng dẫn và lòng trắc ẩn của bạn.",1,Bipolar,0.9709635
"Chà, đó là sự kết hợp của nhiều yếu tố. Thứ nhất, tôi có một khối lượng công việc đòi hỏi khắt khe, với những thời hạn chặt chẽ liên tục đè nặng lên tôi. Thứ hai, môi trường văn phòng gần đây đã trở nên khá căng thẳng, thúc đẩy năng suất làm việc cao hơn và có ít thời gian thư giãn hơn. Cuối cùng, tôi luôn sợ mắc sai lầm và phải đối mặt với những lời chỉ trích từ cấp trên.",5,Stress,0.9995585
"Này , cảm ơn vì đã trả lời. Tôi đoán chứng trầm cảm bắt đầu khi mối quan hệ lâu năm của tôi kết thúc đột ngột. Nó khiến tôi cảm thấy trống rỗng và không được yêu thương. Và gần đây, tôi nhận thấy một số hành vi đáng ngờ từ đối tác của mình, như nhắn tin bí mật và gọi điện vào đêm khuya. Nó khiến tôi nghi ngờ lòng trung thành của họ.",2,Depression,0.99938273
Not at the moment. I think this conversation has given me a lot to reflect on and work towards. Thank you for your understanding and guidance. I look forward to our next session.,5,Stress,0.8805244
"
Tính tỷ lệ chuyển đổi của trang web sau.: 

Trang web có 3.000.000 lượt truy cập và 75.000 lượt chuyển đổi
",1,Bipolar,0.8476948
What year was the American Revolutionary War??,3,Normal,0.96712154
"
Tạo trích dẫn từ bài viết: 

Gần đây, đã có một cuộc tranh luận thâu đêm về việc liệu các công ty có nên tăng mức lương tối thiểu để bảo vệ quyền lợi của nhân viên hay không. Trong khi một số người ủng hộ việc tăng mức lương tối thiểu để thúc đẩy nền kinh tế và công nhận giá trị của lao động, thì cũng có một số lập luận phản đối điều đó cho rằng việc tăng mức lương tối thiểu có thể khiến người sử dụng lao động cắt giảm việc làm để điều chỉnh theo chi phí gia tăng. .
",3,Normal,0.99149346
Một cái nhìn sâu sắc mà tôi thu được là tầm quan trọng của việc thiết lập ranh giới. Tôi nhận ra rằng tôi cần thiết lập những giới hạn rõ ràng về những gì tôi sẵn sàng chịu đựng về hành vi thiếu tôn trọng hoặc tấn công bằng lời nói. Đó là một công việc đang được tiến hành nhưng tôi tin rằng đó là một bước quan trọng hướng tới việc tạo ra một động lực lành mạnh hơn.,4,Personality disorder,0.9998079
"I think I'd like to focus on nature and landscapes. There's something about the beauty of the natural world that has always resonated with me. Maybe by capturing its essence, I can reconnect with the beauty that still exists in my life.",6,Suicidal,0.62603986
Cảm ơn. Những lời nói tử tế của bạn có ý nghĩa rất lớn với tôi. Tôi cảm thấy lạc quan hơn và được tiếp thêm sức mạnh rồi. Tôi mong muốn được tiếp tục hành trình phát triển và học hỏi này.,2,Depression,0.8478406
"Tôi hy vọng đối tác của tôi sẽ hiểu và ủng hộ khi tôi bày tỏ những lo lắng và lo lắng về tình dục của mình với họ. Sẽ thật khó tin nếu chúng ta có thể nỗ lực tìm cách tạo ra một môi trường an toàn và thoải mái, khuyến khích giao tiếp cởi mở và hiểu biết lẫn nhau. Có lẽ chúng ta có thể cùng nhau khám phá các nguồn tài nguyên giáo dục giới tính hoặc thậm chí tham gia các buổi trị liệu dành cho cặp đôi để tìm hiểu sâu hơn về những vấn đề này.",1,Bipolar,0.99359375
Brainstorm persuasive speech topics.?,3,Normal,0.91107666
